sb	name	pv	pos_peak	pos_avg	pos_ngy	neg_peak	neg_avg	neg_cnt	neg_ngy	mwh 	mw1	max pw	trxno	lat+long	DT	MT	E5:GWh	E2:GWh	SPP	VSPP	REPL
LBA	ลพบุรี 1	ลพบุรี	89.33	32.2489	141250.19	0	0	0	0	0	0	100	2	https://maps.google.com/?q=14.7921,100.6517	1155	42131	660	587	0	0	0
LBC	ลพบุรี 3 (ช)	ลพบุรี	25.210001	8.468745	37088.484	7.16	5.5439997	52	47.579998	0	0	25	1	https://maps.google.com/?q=14.7669,100.7132	323	10201	331	295	0	0	0
NUA	หนองม่วง	ลพบุรี	32.54	13.595264	59525.9	2.66	1.3723333	34	5.7274995	0	0	50	3	https://maps.google.com/?q=15.2572,100.6443	1100	25969	354	316	0	0	0
PXA	พัฒนานิคม 1	ลพบุรี	85.97	20.297897	79923.53	35.09	14.206138	17900	10656.606	22	11	100	2	https://maps.google.com/?q=14.8639,100.9165	1143	19720	731	652	0	0	0
TWA	ท่าวุ้ง	ลพบุรี	0	0	0	0	0	0	0	0	0	50	2	https://maps.google.com/?q=14.8519,100.4638	584	22112	169	150	0	0	0
KRN	กะรน	ภูเก็ต	117.27	33.46804	146541.58	27.670002	19.151798	64	98.78	0	0	100	2	https://maps.google.com/?q=7.8194,98.3134	1117	20733	777	697	0	0	0
PKA	ภูเก็ต 1	ภูเก็ต	115.65	39.760536	174068.55	10.3	8.363027	79	76.59	0	0	100	2	https://maps.google.com/?q=7.9178,98.3927	1524	40765	731	653	0	0	0
PKB	ภูเก็ต 2	ภูเก็ต	111.43001	29.665565	129933.555	1.99	1.99	1	0.4975	0	0	113	4	https://maps.google.com/?q=7.8599,98.3424	1259	36129	507	453	0	0	0
PKC	ภูเก็ต 3	ภูเก็ต	89.6	20.362665	79994.27	27.92	14.37244	7915	4329.2446	0	0	100	2	https://maps.google.com/?q=7.8424,98.3844	718	22077	450	402	0	0	0
TLG	ถลาง 1	ภูเก็ต	120.51001	35.184517	154045.19	40.68	21.577515	84	83.66751	0	0	100	2	https://maps.google.com/?q=7.9933,98.3537	1796	41582	865	773	0	0	0
TLH	ถลาง 2	ภูเก็ต	111.03999	30.45394	133160.77	14.48	7.4791265	725	183.525	0	0	100	2	https://maps.google.com/?q=8.1256,98.3362	1287	22741	845	756	0	0	0
RNA	ระนอง 1	ระนอง	46.94	7.134034	30917.463	4.05	2.050735	2361	1210.4463	0	0	63	2	https://maps.google.com/?q=9.7433,98.5945	966	19260	364	325	0	1	0
RNB	ระนอง 2	ระนอง	107.47	29.53189	129347.47	1.72	1.3475	4	1.3475	0	0	100	2	https://maps.google.com/?q=10.0029,98.6572	1472	41789	613	538	0	0	0
SSA	สมุทรสงคราม	สมุทรสงคราม	80.59	32.32666	141314.61	4.67	3.401771	194	28.630003	0	0	100	2	https://maps.google.com/?q=13.4506,100.0806	1279	31868	787	702	0	0	0
